stationcode,fueltype,price,lastupdated
2381,E10,186.9,07/05/2025 00:32:46
2381,PDL,191.9,13/05/2025 07:34:18
2382,E10,160.9,08/05/2025 06:16:28
2382,P95,178.9,08/05/2025 06:16:28
2382,P98,186.9,08/05/2025 06:16:27
2382,PDL,169.9,16/05/2025 07:18:18
2382,U91,162.9,08/05/2025 06:16:27
2383,E10,165.9,18/05/2025 06:02:27
2383,P95,182.9,18/05/2025 06:02:28
2383,P98,191.4,18/05/2025 06:02:26
2383,PDL,184.9,18/05/2025 06:02:27
2383,U91,167.4,18/05/2025 06:02:27
2386,E10,161.9,13/05/2025 01:18:19
2386,P95,179.9,13/05/2025 01:18:19
2386,P98,187.9,13/05/2025 01:18:19
2386,PDL,181.9,16/05/2025 05:18:18
2386,U91,163.9,13/05/2025 01:18:19
2388,E10,186.9,08/05/2025 06:46:31
2388,P95,204.9,08/05/2025 06:46:31
2388,P98,212.9,08/05/2025 06:46:31
2388,PDL,181.9,14/05/2025 05:04:20
239,E10,159.9,17/05/2025 05:04:07
239,LPG,109.8,08/04/2025 04:14:11
239,P95,174.9,17/05/2025 05:02:12
239,P98,182.9,17/05/2025 05:02:12
239,PDL,179.9,14/04/2025 01:04:04
239,U91,161.9,17/05/2025 05:04:07
2391,E10,158.4,18/05/2025 06:02:16
2391,P95,178.4,18/05/2025 06:02:17
2391,P98,183.9,18/05/2025 06:02:16
2391,PDL,175.4,17/05/2025 22:48:15
2391,U91,158.9,18/05/2025 06:02:16
2393,DL,163.5,17/05/2025 18:43:58
2393,E10,167.5,17/05/2025 18:43:58
2393,P95,181.5,06/05/2025 20:46:25
2393,P98,189.5,06/05/2025 20:46:25
2393,U91,169.5,17/05/2025 18:43:58
2394,DL,165.9,12/05/2025 19:35:04
2394,E10,159.9,14/05/2025 19:38:46
2394,P95,179.9,14/05/2025 19:38:46
2394,U91,165.9,14/05/2025 19:38:46
2398,E10,179.9,15/04/2025 00:37:55
2398,P95,196.9,15/04/2025 00:37:55
2398,P98,203.9,15/04/2025 00:37:55
2398,PDL,189.9,15/04/2025 00:37:55
2398,U91,183.9,15/04/2025 00:37:55
2399,DL,189.9,08/05/2025 22:25:09
2399,E10,179.9,08/05/2025 22:25:09
2399,P98,201.9,08/05/2025 22:25:09
2399,U91,181.9,08/05/2025 22:25:09
24,DL,188.9,16/05/2025 03:15:47
24,E10,173.9,12/04/2025 08:20:39
24,P95,190.9,12/04/2025 08:20:39
24,P98,198.9,12/04/2025 08:20:39
24,U91,175.9,12/04/2025 08:20:39
240,E10,163.9,17/05/2025 06:50:17
240,P95,178.9,17/05/2025 06:50:16
240,P98,186.9,17/05/2025 06:50:16
240,PDL,183.9,13/05/2025 02:56:18
240,U91,165.9,17/05/2025 06:50:16
2401,DL,179.9,14/05/2025 22:23:36
2401,E10,174.9,16/05/2025 08:36:08
2401,P95,191.9,16/05/2025 08:36:08
2401,P98,199.9,16/05/2025 08:36:08
2401,PDL,183.9,14/05/2025 22:23:36
2402,E10,153.9,15/05/2025 08:34:25
2402,P95,168.9,15/05/2025 08:34:25
2402,P98,176.9,15/05/2025 08:34:25
2402,PDL,179.9,30/04/2025 20:58:12
2402,U91,155.9,15/05/2025 08:34:25
2403,E10,157.9,18/05/2025 06:02:15
2403,P95,170.4,17/05/2025 22:48:15
2403,P98,177.9,17/05/2025 22:48:14
2403,PDL,177.4,17/05/2025 02:48:08
2403,U91,157.4,18/05/2025 06:02:15
2404,E10,152.9,17/05/2025 05:48:08
2404,P95,170.9,17/05/2025 05:48:08
2404,P98,178.9,17/05/2025 05:48:07
2404,PDL,179.9,14/05/2025 02:02:25
2404,U91,154.9,17/05/2025 05:48:07
2405,P95,183.9,05/05/2025 14:05:54
2405,P98,187.5,16/05/2025 22:34:07
2405,PDL,172.5,09/05/2025 02:04:07
2405,U91,168.5,05/05/2025 14:05:53
241,E10,176.9,17/05/2025 00:52:11
241,P95,191.9,17/05/2025 00:52:11
241,P98,199.9,17/05/2025 00:52:11
241,PDL,171.9,14/05/2025 06:00:22
241,U91,178.9,17/05/2025 00:52:11
2416,DL,189.9,15/05/2025 21:32:58
2416,P95,199.9,15/05/2025 21:32:58
2416,U91,188.9,15/05/2025 21:32:58
2417,DL,167.5,05/05/2025 00:41:17
2417,E10,164.5,05/05/2025 00:41:17
2417,U91,167.5,05/05/2025 00:41:17
2421,P95,201.9,29/04/2025 06:48:03
2421,PDL,190.9,11/05/2025 22:18:11
2421,U91,185.9,29/04/2025 06:48:03
2422,E10,174.9,02/04/2025 03:34:03
2422,P95,192.9,02/04/2025 03:34:03
2422,P98,200.9,02/04/2025 03:34:03
2422,PDL,172.9,06/05/2025 01:32:30
2422,U91,176.9,02/04/2025 03:34:03
2423,DL,173.9,12/05/2025 04:20:41
2423,E10,167.9,18/05/2025 05:50:40
2423,P95,186.9,18/05/2025 05:50:40
2423,P98,194.9,18/05/2025 05:50:40
2423,U91,169.9,18/05/2025 05:50:40
2424,DL,200.9,05/04/2025 22:07:07
2424,P98,202.9,05/04/2025 22:07:07
2424,U91,197.9,05/04/2025 22:07:07
2425,DL,269.9,27/09/2023 22:09:35
2425,P95,259.9,27/09/2023 22:09:35
2425,U91,256.9,27/09/2023 22:09:35
2426,DL,198.9,16/05/2025 20:00:14
2426,P95,209.9,16/05/2025 20:00:14
2427,DL,184.9,09/05/2025 03:19:02
243,E10,155.9,17/05/2025 02:00:19
243,LPG,109.9,28/02/2025 00:38:10
243,P98,178.9,17/05/2025 02:00:18
243,PDL,172.9,13/05/2025 20:48:19
243,U91,157.9,17/05/2025 02:00:17
2430,E10,152.7,15/05/2025 22:30:27
2430,P98,176.7,15/05/2025 22:30:27
2430,PDL,164.7,14/05/2025 23:28:30
2432,DL,181.0,12/05/2025 23:02:46
2432,P95,185.0,12/05/2025 23:02:46
2432,U91,178.0,12/05/2025 23:02:46
2434,DL,217.0,11/03/2025 09:59:01
2434,P95,218.5,11/03/2025 09:59:01
2436,E10,166.9,17/05/2025 23:16:10
2436,P95,184.9,17/05/2025 23:16:10
2436,P98,192.9,17/05/2025 23:16:10
2436,PDL,190.9,15/05/2025 06:04:34
2436,U91,168.9,17/05/2025 23:16:10
2439,DL,179.9,08/05/2025 03:15:01
2439,E10,160.9,18/05/2025 06:35:01
2439,E85,219.9,21/09/2023 02:35:10
2439,P95,178.9,18/05/2025 06:35:01
2439,P98,186.9,18/05/2025 06:35:01
2439,U91,162.9,18/05/2025 06:35:01
244,E10,155.9,17/05/2025 02:04:08
244,P95,170.9,17/05/2025 02:00:19
244,PDL,172.9,13/05/2025 20:44:20
244,U91,157.9,17/05/2025 02:04:08
2440,E10,159.9,17/05/2025 02:32:10
2440,P95,177.9,17/05/2025 02:32:10
2440,P98,185.9,17/05/2025 02:32:10
2440,PDL,174.9,16/05/2025 04:02:13
2440,U91,161.9,17/05/2025 02:32:10
2441,E10,183.9,29/12/2024 01:40:59
2441,P98,208.9,19/04/2025 09:28:06
2441,PDL,182.9,14/05/2025 21:43:51
2441,U91,185.9,29/12/2024 01:40:59
2442,E10,165.4,17/05/2025 22:48:14
2442,P95,183.9,17/05/2025 22:48:14
2442,P98,190.4,17/05/2025 22:48:14
2442,PDL,195.4,18/05/2025 06:02:14
2442,U91,168.4,16/05/2025 22:48:15
2444,DL,185.9,11/03/2025 06:00:17
2444,E10,178.9,28/02/2025 00:22:57
2444,P98,204.9,11/03/2025 06:00:17
2444,PDL,185.9,11/03/2025 06:00:17
2444,U91,184.9,11/03/2025 06:00:17
2448,DL,189.9,08/04/2025 23:54:43
2448,E10,179.9,27/12/2024 03:49:05
2448,P95,194.9,26/03/2025 05:54:27
2448,P98,202.9,26/03/2025 05:54:27
2448,PDL,192.9,08/04/2025 23:54:43
2451,DL,171.9,09/05/2025 05:47:20
2451,P95,171.9,09/05/2025 05:47:20
2451,P98,181.9,09/05/2025 05:47:20
2451,U91,161.9,09/05/2025 05:47:20
2452,E10,151.3,17/05/2025 20:03:53
2452,P95,164.3,18/05/2025 05:32:06
2452,P98,173.3,18/05/2025 05:32:06
2452,PDL,163.9,17/05/2025 08:30:02
2452,U91,153.3,17/05/2025 20:03:53
2453,DL,179.5,07/05/2025 01:00:01
2453,E10,171.5,07/05/2025 01:00:01
2453,LPG,131.9,20/01/2025 00:25:02
2453,P98,192.5,16/05/2025 06:55:02
2453,U91,173.5,07/05/2025 01:00:01
2459,E10,162.9,14/05/2025 00:34:26
2459,P95,180.9,14/05/2025 00:34:26
2459,P98,188.9,14/05/2025 00:34:25
2459,PDL,184.9,15/05/2025 01:48:21
2459,U91,164.9,14/05/2025 00:34:26
246,E10,161.9,16/05/2025 07:52:21
246,P95,176.9,16/05/2025 07:52:21
246,P98,184.9,16/05/2025 07:52:21
246,PDL,163.9,11/05/2025 23:10:09
246,U91,163.9,16/05/2025 07:52:20
2460,E10,152.9,17/05/2025 01:11:36
2460,P98,179.9,17/05/2025 01:11:36
2460,PDL,167.9,17/05/2025 21:54:57
2460,U91,154.9,17/05/2025 01:11:36
2461,DL,185.9,07/05/2025 01:06:38
2461,E10,175.9,07/05/2025 01:06:38
2461,P95,190.9,07/05/2025 01:06:38
2461,U91,180.9,07/05/2025 01:06:38
2462,E10,152.9,09/05/2025 01:49:11
2462,P98,175.9,29/04/2025 22:15:22
2462,PDL,169.9,09/05/2025 01:49:11
2462,U91,154.9,09/05/2025 01:49:11
2463,E10,179.9,18/05/2025 01:32:10
2463,P95,197.9,18/05/2025 01:32:10
2463,P98,205.9,18/05/2025 01:32:09
2463,PDL,178.9,15/05/2025 06:04:35
2463,U91,181.9,18/05/2025 01:32:10
2464,DL,182.9,29/04/2025 11:06:11
2464,E10,171.9,29/04/2025 11:06:11
2464,P98,197.9,29/04/2025 11:06:11
2464,U91,173.9,29/04/2025 11:06:11
2465,E10,165.9,15/05/2025 01:04:23
2465,P95,183.9,15/05/2025 01:04:23
2465,P98,191.9,15/05/2025 01:04:22
2465,PDL,187.9,07/05/2025 07:18:06
2465,U91,167.9,15/05/2025 01:04:22
2467,DL,177.9,07/05/2025 00:12:59
2467,LPG,115.9,22/09/2024 19:01:11
2467,P95,184.9,07/05/2025 00:12:59
2467,P98,188.9,07/05/2025 00:12:59
2467,PDL,177.9,07/05/2025 00:12:59
2467,U91,164.9,07/05/2025 00:12:59
247,DL,184.9,12/05/2025 04:05:42
247,E10,159.9,17/05/2025 01:15:44
247,P95,178.9,17/05/2025 01:15:44
247,P98,186.9,17/05/2025 01:15:44
247,U91,161.9,17/05/2025 01:15:44
2471,DL,178.9,14/05/2025 08:16:10
2471,PDL,181.9,08/05/2025 22:48:06
2472,E10,167.9,17/05/2025 04:04:07
2472,LPG,128.9,20/04/2025 04:03:46
2472,P95,185.9,17/05/2025 04:04:08
2472,P98,193.9,17/05/2025 04:04:07
2472,PDL,183.9,13/05/2025 05:32:17
2472,U91,169.9,17/05/2025 04:04:07
2473,E10,163.5,12/05/2025 04:04:07
2473,P98,185.5,12/05/2025 04:04:07
2473,PDL,165.5,12/05/2025 04:04:07
2473,U91,165.5,12/05/2025 04:04:07
2474,E10,151.9,17/05/2025 03:32:16
2474,P95,169.9,17/05/2025 03:32:17
2474,P98,177.9,17/05/2025 03:32:16
2474,PDL,177.9,16/05/2025 07:18:18
2474,U91,153.9,17/05/2025 03:32:16
2475,E10,167.5,17/05/2025 19:42:49
2475,P98,189.5,11/05/2025 02:47:47
2475,PDL,163.5,17/05/2025 19:42:49
2475,U91,169.5,17/05/2025 19:42:49
2477,DL,184.9,21/04/2025 23:13:36
2477,E10,167.9,17/04/2025 22:33:45
2477,P98,189.9,21/04/2025 09:37:57
2477,U91,169.9,21/04/2025 09:37:57
2478,E10,154.4,17/05/2025 22:48:27
2478,P95,173.9,18/05/2025 06:02:31
2478,P98,178.9,18/05/2025 06:02:31
2478,PDL,176.4,16/05/2025 22:48:25
2478,U91,153.9,17/05/2025 22:48:27
248,E10,161.9,16/05/2025 07:54:24
248,P95,176.9,16/05/2025 07:52:21
248,P98,184.9,16/05/2025 07:54:23
248,PDL,185.9,26/03/2025 01:56:07
248,U91,163.9,16/05/2025 07:54:23
2480,DL,171.9,16/05/2025 06:37:43
2480,E10,159.9,07/05/2025 22:37:16
2480,P95,176.9,07/05/2025 22:37:16
2480,P98,183.9,07/05/2025 22:37:16
2480,PDL,174.9,16/05/2025 06:37:43
2480,U91,163.9,07/05/2025 22:37:16
2481,DL,191.9,09/05/2025 04:26:11
2481,P95,195.9,09/05/2025 04:26:11
2481,U91,186.9,09/05/2025 04:26:11
2489,DL,171.9,16/05/2025 03:00:51
2489,E10,166.9,17/05/2025 01:15:44
2489,P98,189.9,17/05/2025 01:15:44
2489,U91,168.9,17/05/2025 01:15:44
249,E10,175.9,17/05/2025 02:22:11
249,LPG,109.9,28/02/2025 00:38:10
249,P98,198.9,17/05/2025 02:22:11
249,PDL,189.9,13/05/2025 04:32:14
249,U91,177.9,17/05/2025 02:22:11
2492,E10,151.8,15/05/2025 23:26:08
2492,P95,169.8,15/05/2025 23:26:08
2492,P98,173.8,15/05/2025 23:26:08
2492,PDL,165.9,14/05/2025 21:52:57
2492,U91,153.8,15/05/2025 23:26:08
2496,DL,163.9,09/05/2025 00:11:39
2496,E10,151.7,16/05/2025 01:57:17
2496,P95,166.5,15/05/2025 23:28:13
2496,P98,170.7,16/05/2025 01:57:17
2496,U91,153.5,16/05/2025 01:57:17
2497,DL,179.9,14/05/2025 06:51:46
2497,LPG,137.9,05/02/2025 23:45:58
2497,P95,188.9,14/05/2025 06:53:52
2497,P98,197.9,14/05/2025 06:53:52
2497,U91,175.9,14/05/2025 06:53:52
2498,DL,179.9,14/05/2025 06:51:54
2498,P95,188.9,14/05/2025 06:54:05
2498,P98,197.9,14/05/2025 06:54:05
2498,U91,175.9,14/05/2025 06:54:05
2499,E10,177.9,13/05/2025 23:34:00
2499,P98,203.9,12/05/2025 04:36:31
2499,PDL,181.9,13/05/2025 23:34:00
2499,U91,179.9,13/05/2025 23:34:00
25,DL,185.9,07/05/2025 03:35:37
25,E10,157.9,17/05/2025 01:31:03
25,P95,177.9,17/05/2025 01:31:03
25,P98,186.9,17/05/2025 01:31:03
25,PDL,189.9,07/05/2025 03:35:37
25,U91,159.9,17/05/2025 01:31:03
250,E10,163.9,17/05/2025 06:50:17
250,P98,186.9,17/05/2025 06:52:06
250,PDL,183.9,13/05/2025 02:56:18
250,U91,165.9,17/05/2025 06:50:17
2500,E10,177.9,14/05/2025 06:44:08
2500,P95,192.9,14/05/2025 06:38:10
2500,P98,200.9,14/05/2025 06:44:08
2500,PDL,184.9,13/05/2025 01:40:25
2500,U91,179.9,14/05/2025 06:44:08
2502,DL,182.9,16/05/2025 10:02:19
2502,P95,187.9,12/05/2025 09:46:12
2502,U91,179.9,16/05/2025 10:02:19
2503,E10,177.9,14/03/2025 21:01:47
2503,P98,202.9,14/03/2025 21:01:47
2503,PDL,195.9,20/03/2025 01:40:13
2503,U91,179.9,14/03/2025 21:01:47
251,E10,162.9,11/05/2025 21:04:09
251,LPG,109.9,28/02/2025 00:38:10
251,P98,185.9,11/05/2025 21:04:09
251,PDL,175.9,16/05/2025 04:36:22
251,U91,164.9,11/05/2025 21:04:08
252,E10,160.9,08/05/2025 06:50:29
252,P98,183.9,08/05/2025 06:50:29
252,PDL,169.9,16/05/2025 07:54:24
252,U91,162.9,08/05/2025 06:50:29
253,E10,157.7,18/05/2025 06:52:11
253,P95,172.7,18/05/2025 06:50:09
253,P98,180.7,18/05/2025 06:52:11
253,PDL,173.5,14/05/2025 06:36:13
253,U91,159.7,18/05/2025 06:52:11
254,E10,160.5,10/05/2025 23:24:06
254,P98,183.5,10/05/2025 23:22:11
254,PDL,177.9,16/05/2025 04:44:24
254,U91,162.5,10/05/2025 23:24:06
256,E10,183.9,16/05/2025 23:52:11
256,P98,206.9,16/05/2025 23:52:11
256,PDL,199.9,15/04/2025 03:50:13
256,U91,185.9,16/05/2025 23:52:11
257,E10,171.9,18/05/2025 03:00:10
257,LPG,109.9,27/03/2025 23:05:48
257,P95,186.9,18/05/2025 03:00:09
257,P98,194.9,18/05/2025 03:00:10
257,PDL,189.9,13/05/2025 06:40:08
257,U91,173.9,18/05/2025 03:00:09
258,DL,189.9,16/05/2025 03:15:47
258,E10,189.9,23/04/2025 05:15:43
258,P98,214.9,23/04/2025 05:15:43
258,U91,191.9,23/04/2025 05:15:43
259,E10,171.9,18/05/2025 01:24:08
259,LPG,109.9,28/02/2025 00:38:11
259,P98,194.9,18/05/2025 01:24:08
259,PDL,189.9,12/05/2025 06:04:14
259,U91,173.9,18/05/2025 01:24:07
26,DL,176.9,13/05/2025 06:45:50
26,P95,180.9,18/05/2025 06:20:39
26,P98,188.9,18/05/2025 06:20:39
26,U91,165.9,18/05/2025 06:20:39
260,E10,161.9,18/05/2025 06:30:10
260,P98,184.9,18/05/2025 06:26:06
260,PDL,187.9,07/05/2025 02:34:25
260,U91,163.9,18/05/2025 06:30:10
2603,E10,160.9,16/05/2025 03:16:14
2603,P95,178.9,16/05/2025 03:16:14
2603,P98,186.9,16/05/2025 03:16:14
2603,PDL,178.9,09/04/2025 04:18:11
2603,U91,162.9,16/05/2025 03:16:14
2605,E10,155.7,04/05/2025 22:32:05
2605,P95,173.7,04/05/2025 22:32:05
2605,P98,181.7,04/05/2025 22:32:04
2605,PDL,179.5,14/05/2025 22:04:25
2605,U91,157.7,04/05/2025 22:32:05
2606,E10,170.9,13/05/2025 02:18:19
2606,P95,188.9,13/05/2025 02:18:19
2606,P98,196.9,13/05/2025 02:18:19
2606,PDL,179.9,06/05/2025 00:32:35
2606,U91,172.9,13/05/2025 02:18:19
2608,E10,158.4,18/05/2025 06:02:20
2608,P95,176.4,17/05/2025 22:48:21
2608,P98,181.4,17/05/2025 22:48:20
2608,PDL,201.9,18/05/2025 06:02:20
2608,U91,160.4,17/05/2025 22:48:21
261,E10,175.9,17/05/2025 06:46:11
261,LPG,109.9,28/02/2025 00:38:12
261,P95,190.9,17/05/2025 06:46:10
261,P98,198.9,17/05/2025 06:46:11
261,PDL,189.9,15/05/2025 01:28:24
261,U91,177.9,17/05/2025 06:46:10
2610,DL,175.9,22/04/2025 21:21:09
2610,P95,188.9,03/04/2025 06:03:40
2610,U91,165.9,22/04/2025 21:21:09
2611,PDL,175.8,30/04/2025 07:05:45
262,E10,159.9,17/05/2025 02:04:09
262,LPG,109.9,26/03/2025 02:28:39
262,P98,182.9,17/05/2025 02:04:09
262,PDL,179.9,05/05/2025 01:36:08
262,U91,161.9,17/05/2025 02:04:09
264,E10,173.9,17/05/2025 05:50:08
264,LPG,109.9,28/02/2025 00:38:11
264,P95,188.9,17/05/2025 05:50:07
264,P98,196.9,17/05/2025 05:50:08
264,PDL,184.9,12/05/2025 07:38:06
264,U91,175.9,17/05/2025 05:50:07
266,E10,167.9,17/05/2025 02:22:11
266,LPG,109.9,21/03/2025 21:09:51
266,P98,190.9,17/05/2025 02:22:11
266,PDL,193.9,01/04/2025 02:54:06
266,U91,169.9,17/05/2025 02:22:11
267,E10,179.9,18/05/2025 00:26:07
267,P98,202.9,18/05/2025 00:26:07
267,PDL,175.9,14/05/2025 23:46:33
267,U91,181.9,18/05/2025 00:26:06
2675,DL,196.5,17/05/2025 01:47:24
2675,U91,194.5,17/05/2025 01:47:24
2676,E10,161.9,16/05/2025 07:18:19
2676,P95,179.9,16/05/2025 07:18:19
2676,P98,187.9,16/05/2025 07:18:18
2676,PDL,183.9,16/05/2025 06:16:26
2676,U91,163.9,16/05/2025 07:18:19
2677,DL,189.9,19/03/2025 02:09:03
2677,U91,181.9,19/03/2025 02:09:03
2678,DL,193.0,21/03/2025 07:54:45
2678,P95,205.0,17/09/2024 22:03:55
2678,U91,184.0,19/11/2024 22:26:11
2679,P95,179.9,13/04/2025 20:47:23
2679,P98,188.9,30/04/2025 00:33:04
2679,PDL,178.9,23/04/2025 05:42:42
2679,U91,169.9,15/05/2025 06:19:40
2681,DL,184.9,14/05/2025 00:49:20
2681,E10,174.5,14/05/2025 00:49:20
2681,P98,199.9,14/05/2025 00:49:20
2681,PDL,194.9,14/05/2025 00:49:20
2681,U91,184.9,14/05/2025 00:49:20
2684,E10,160.9,13/05/2025 22:16:21
2684,P95,178.9,13/05/2025 22:16:22
2684,P98,186.9,13/05/2025 22:16:21
2684,PDL,180.9,16/05/2025 04:48:19
2684,U91,162.9,13/05/2025 22:16:21
2685,P95,193.9,17/05/2025 21:16:10
2685,P98,201.9,17/05/2025 21:16:10
2685,PDL,188.9,16/05/2025 04:34:26
2685,U91,177.9,17/05/2025 21:16:10
2687,E10,166.9,17/05/2025 03:02:11
2687,P95,184.9,17/05/2025 03:02:11
2687,P98,192.9,17/05/2025 03:02:10
2687,PDL,171.9,16/05/2025 07:18:19
2687,U91,168.9,17/05/2025 03:02:10
269,DL,169.9,13/05/2025 02:15:46
269,E10,157.9,17/05/2025 01:45:49
269,P95,176.9,17/05/2025 01:45:49
269,P98,184.9,17/05/2025 01:45:49
269,U91,159.9,17/05/2025 01:45:49
2690,DL,185.9,01/12/2024 19:29:19
2690,E10,198.9,01/12/2024 19:29:19
2690,P98,212.9,01/12/2024 19:29:19
2690,U91,200.9,01/12/2024 19:29:19
2692,DL,209.9,03/03/2025 20:37:52
2692,P95,206.5,03/03/2025 20:37:52
2692,U91,189.5,03/03/2025 20:37:52
2693,DL,193.9,15/04/2025 00:58:01
2693,P95,194.9,01/04/2025 01:38:00
2693,U91,182.9,28/04/2025 04:32:26
2694,DL,179.8,13/05/2025 08:57:54
2694,P95,185.9,05/05/2025 23:13:31
2694,U91,171.9,05/05/2025 23:13:31
2695,E10,164.5,04/05/2025 12:34:15
2695,P98,188.5,04/05/2025 12:34:15
2695,PDL,167.5,06/05/2025 20:50:44
2695,U91,167.5,04/05/2025 12:34:15
2696,E10,166.9,16/05/2025 08:45:37
2696,P95,185.9,16/05/2025 08:45:37
2696,P98,194.9,16/05/2025 08:45:37
2696,PDL,179.9,14/05/2025 22:50:36
2697,E10,161.9,08/05/2025 11:16:21
2697,P95,179.9,08/05/2025 11:16:21
2697,P98,187.9,08/05/2025 11:16:21
2697,PDL,180.9,16/05/2025 07:18:18
2697,U91,163.9,08/05/2025 11:16:21
27,DL,193.9,16/05/2025 03:15:47
27,E10,169.9,15/05/2025 05:00:46
27,P95,186.9,15/05/2025 05:00:46
27,P98,194.9,15/05/2025 05:00:46
27,U91,171.9,15/05/2025 05:00:46
2701,DL,172.5,10/05/2025 23:54:43
2701,P95,182.9,10/05/2025 23:54:43
2701,U91,168.5,10/05/2025 23:54:43
2706,E10,161.9,17/05/2025 03:18:07
2706,P95,179.9,17/05/2025 03:18:07
2706,P98,187.9,17/05/2025 03:18:07
2706,PDL,172.9,15/05/2025 06:04:34
2706,U91,163.9,17/05/2025 03:18:07
2707,DL,185.9,16/05/2025 03:20:41
2707,E10,170.9,19/04/2025 23:15:47
2707,P98,195.9,19/04/2025 23:15:47
2707,PDL,189.9,16/05/2025 03:20:41
2707,U91,172.9,19/04/2025 23:15:47
271,E10,170.9,16/05/2025 21:38:06
271,P95,185.9,16/05/2025 21:08:07
271,P98,193.9,16/05/2025 21:38:06
271,PDL,195.9,01/05/2025 23:54:03
271,U91,172.9,16/05/2025 21:38:06
2710,DL,175.9,06/05/2025 00:05:51
2710,E10,179.9,03/03/2025 23:49:27
2710,P98,199.9,03/03/2025 23:49:27
2710,U91,181.9,10/04/2025 00:41:29
2711,E10,167.9,17/05/2025 05:32:54
2711,LPG,104.9,31/01/2025 01:45:41
2711,P98,194.9,17/05/2025 05:32:54
2711,PDL,186.9,07/05/2025 22:00:39
2711,U91,169.9,17/05/2025 05:32:54
2713,E10,157.4,17/05/2025 23:04:06
2713,P95,175.9,18/05/2025 06:02:29
2713,P98,177.9,18/05/2025 06:02:28
2713,PDL,185.4,18/05/2025 06:02:29
2713,U91,157.9,17/05/2025 23:04:06
2714,DL,183.9,07/05/2025 04:08:33
2714,P98,187.9,16/05/2025 03:35:29
2714,U91,163.9,16/05/2025 03:35:29
2715,DL,172.5,04/05/2025 06:10:52
2715,E10,156.5,17/05/2025 18:46:02
2715,P98,178.5,17/05/2025 18:46:02
2715,U91,158.5,17/05/2025 18:46:02
2716,DL,179.9,12/05/2025 02:49:41
2716,LPG,127.9,19/09/2023 21:32:24
2716,P95,185.9,09/05/2025 01:26:23
2716,P98,193.9,09/05/2025 01:26:23
2716,U91,177.9,09/05/2025 01:26:23
272,LPG,109.9,12/03/2025 23:09:44
272,P98,195.9,16/05/2025 22:52:12
272,PDL,195.9,18/04/2025 00:48:29
272,U91,174.9,16/05/2025 22:52:12
273,E10,155.9,15/05/2025 20:56:07
273,LPG,109.9,26/03/2025 23:06:28
273,P98,178.9,15/05/2025 20:56:07
273,PDL,179.9,27/04/2025 20:50:06
273,U91,157.9,15/05/2025 20:56:07
274,E10,164.5,15/05/2025 08:10:27
274,P95,179.5,15/05/2025 08:10:26
274,P98,187.5,15/05/2025 08:10:26
274,PDL,165.9,11/05/2025 04:26:06
274,U91,166.5,15/05/2025 08:08:19
275,E10,152.7,17/05/2025 04:02:19
275,LPG,109.9,26/03/2025 02:27:18
275,P95,167.7,17/05/2025 04:02:18
275,P98,175.7,17/05/2025 04:02:19
275,PDL,176.9,16/05/2025 02:08:07
275,U91,154.7,17/05/2025 04:02:18
276,E10,159.9,16/05/2025 21:04:07
276,P98,182.9,16/05/2025 21:04:07
276,PDL,175.9,14/05/2025 06:10:18
276,U91,161.9,16/05/2025 21:04:06
277,E10,165.7,16/05/2025 05:34:24
277,LPG,109.9,28/02/2025 05:14:03
277,P95,180.7,16/05/2025 05:34:23
277,P98,188.7,16/05/2025 05:34:24
277,PDL,175.9,12/05/2025 23:02:28
277,U91,167.7,16/05/2025 05:34:23
278,DL,209.9,01/05/2024 21:54:21
278,E10,163.9,17/05/2025 06:48:07
278,LPG,109.9,28/02/2025 00:38:12
278,P98,186.9,17/05/2025 06:48:07
278,PDL,183.9,13/05/2025 02:56:18
278,U91,165.9,17/05/2025 06:48:07
279,E10,159.9,15/04/2025 00:44:05
279,P95,174.9,15/04/2025 00:44:04
279,P98,182.9,15/04/2025 00:44:05
279,PDL,167.9,11/05/2025 20:58:07
279,U91,161.9,15/04/2025 00:44:04
280,DL,189.9,08/05/2025 05:00:54
280,P98,198.9,16/05/2025 01:15:47
280,PDL,193.9,08/05/2025 05:00:54
280,U91,175.9,16/05/2025 01:15:47
281,E10,162.9,15/05/2025 03:18:31
281,P95,182.9,15/05/2025 03:18:31
281,P98,191.9,15/05/2025 03:18:31
281,PDL,187.9,10/05/2025 02:40:20
282,DL,185.9,17/05/2025 23:55:38
282,E10,173.9,17/05/2025 23:55:38
282,P95,190.9,17/05/2025 23:55:38
282,P98,198.9,17/05/2025 23:55:38
282,PDL,188.9,17/05/2025 23:55:38
283,E10,161.9,17/05/2025 04:38:06
283,LPG,109.9,07/04/2025 04:43:46
283,P95,176.9,17/05/2025 04:34:09
283,P98,184.9,17/05/2025 04:34:10
283,PDL,179.5,03/05/2025 22:14:04
283,U91,163.9,17/05/2025 04:38:06
284,E10,156.9,17/05/2025 01:54:12
284,P95,171.9,17/05/2025 01:54:11
284,P98,179.9,17/05/2025 01:54:11
284,PDL,177.9,16/05/2025 06:02:31
284,U91,158.9,17/05/2025 01:52:12
287,E10,164.5,17/05/2025 02:24:08
287,LPG,109.9,28/02/2025 05:06:08
287,P95,179.5,17/05/2025 02:24:08
287,P98,187.5,17/05/2025 02:22:12
287,PDL,187.9,04/03/2025 20:00:23
287,U91,166.5,17/05/2025 02:24:07
2875,E10,167.9,07/05/2025 03:08:27
2875,P95,182.9,07/05/2025 03:08:27
2875,P98,190.9,08/05/2025 01:52:27
